sid,signal_date,entry_date,exit_date,hold_days,entry_open,exit_close,r_i,b_i,alpha_i,b_i_21d,alpha_i_21d,b_i_adj,alpha_i_adj,bench_n_entry,score,yoy,year,branch_era,status
6414,2017-11-29,2017-11-30,2017-12-28,20,319.378391,296.613475,-0.07570382361959803,-0.00016746766346642517,-0.0755363559561316,-0.004446975135163234,-0.0712568484844348,-0.0014976301129646652,-0.07420619350663336,1683,2,2.800446,2017,False,closed
2367,2017-11-29,2017-11-30,2017-12-28,20,15.418212,19.829533,0.28168606138636576,-0.00016746766346642517,0.2818535290498322,-0.004446975135163234,0.286133036521529,-0.0014976301129646652,0.2831836914993304,1683,0,0.460891,2017,False,closed
2392,2017-12-15,2017-12-18,2018-01-16,20,35.143763,31.32665,-0.11303923689887728,0.04424687923905135,-0.15728611613792864,0.04609260116823455,-0.15913183806711184,0.04194267331545665,-0.15498191021433394,1669,0,0.181437,2017,False,closed
6257,2017-12-22,2017-12-25,2018-01-23,20,20.077202,22.294316,0.10600443135203798,0.03444405192149547,0.07156037943054251,0.035290705234155784,0.0707137261178822,0.033071234276392136,0.07293319707564584,1675,2,0.637669,2017,False,closed
3533,2017-12-28,2017-12-29,2018-01-29,20,158.141088,146.397938,-0.07868242511648825,0.02966730904729098,-0.10834973416377923,0.03496522794020951,-0.11364765305669776,0.028104737064048813,-0.10678716218053706,1689,0,0.327759,2017,False,closed
9951,2017-12-28,2017-12-29,2018-01-29,20,117.810071,103.768754,-0.12361104989211823,0.02966730904729098,-0.15327835893940922,0.03496522794020951,-0.15857627783232775,0.028104737064048813,-0.15171578695616705,1689,0,0.284465,2017,False,closed
1590,2017-12-29,2018-01-02,2018-01-30,20,453.007672,384.126841,-0.15647723941549496,0.015187763745397431,-0.1716650031608924,0.021582531315817555,-0.17805977073131252,0.014156045925869831,-0.1706332853413648,1687,0,0.326754,2018,False,closed
3645,2018-01-16,2018-01-17,2018-02-22,20,76.268292,64.601863,-0.15739065183339895,-0.03467975055788908,-0.12271090127550988,-0.03273877688282789,-0.12465187495057106,-0.03349908021114112,-0.12389157162225783,1696,2,0.445044,2018,False,closed
6451,2018-01-23,2018-01-24,2018-03-02,20,135.329845,113.060377,-0.16898196080934702,-0.018458669732400956,-0.15052329107694606,-0.016192848380922498,-0.15278911242842452,-0.017444901455192507,-0.1515370593541545,1698,2,0.368006,2018,False,closed
3673,2018-01-29,2018-01-30,2018-03-08,20,85.116527,60.165702,-0.2975622540611297,-0.0031763568046599966,-0.2943858972564697,-0.011003251493750033,-0.28655900256737965,-0.002645068730717237,-0.29491718533041245,1694,0,0.308537,2018,False,closed
2239,2018-01-29,2018-01-30,2018-03-08,20,139.644235,131.429868,-0.06324853109671878,-0.0031763568046599966,-0.060072174292058786,-0.011003251493750033,-0.05224527960296875,-0.002645068730717237,-0.060603462366001545,1694,0,0.267183,2018,False,closed
2455,2018-01-31,2018-02-01,2018-03-12,20,93.843099,102.665954,0.08959208909890116,-0.0016734525592123628,0.09126554165811353,-0.0015496173875517716,0.09114170648645294,-0.001206732301578639,0.0907988214004798,1675,2,0.561795,2018,False,closed
1597,2018-02-26,2018-02-27,2018-03-28,20,87.320239,97.088265,0.10743939835557494,0.02411544958663847,0.08332394876893646,0.024176966091805197,0.08326243226376974,0.02269727815671052,0.08474212019886442,1704,2,1.620917,2018,False,closed
6446,2018-03-02,2018-03-05,2018-03-31,20,136.345523,137.126873,0.0013056612113696697,0.03637096135034934,-0.03506530013897967,0.03300822083599031,-0.03170255962462064,0.034732559695392684,-0.03342689848402301,1682,0,0.175258,2018,False,closed
2481,2018-03-08,2018-03-09,2018-04-10,20,35.653355,44.481805,0.24319405296149565,0.022530359941617784,0.22066369301987787,0.023093051865705316,0.22010100109579034,0.021240367532839644,0.221953685428656,1691,2,0.160503,2018,False,closed
1785,2018-03-08,2018-03-09,2018-04-10,20,20.24997,17.718724,-0.12942498765430266,0.022530359941617784,-0.15195534759592044,0.023093051865705316,-0.15251803952000798,0.021240367532839644,-0.1506653551871423,1691,0,0.234788,2018,False,closed
5871,2018-03-12,2018-03-13,2018-04-12,20,61.758882,63.243471,0.019613469478770754,0.020103900506944772,-0.0004904310281740182,0.02618919410619336,-0.006575724627422605,0.019252967944228372,0.00036050153454238176,1701,0,0.292081,2018,False,closed
4129,2018-03-28,2018-03-29,2018-04-30,20,50.43767,49.603363,-0.020966346973402925,-0.018638121801794694,-0.002328225171608231,-0.015108798950331903,-0.005857548023071021,-0.018654830821460355,-0.002311516151942569,1695,0,0.171216,2018,False,closed
2456,2018-03-31,2018-04-02,2018-05-04,20,128.982723,110.073038,-0.15103134044762723,-0.03327688099959747,-0.11775445944802976,-0.03015709859313853,-0.1208742418544887,-0.032926464644256304,-0.11810487580337092,1609,0,1.059351,2018,False,closed
9945,2018-04-10,2018-04-11,2018-05-10,20,15.673719,15.520911,-0.014174313484566091,-0.022809115515536993,0.008634802030970902,-0.018466956648711674,0.004292643164145583,-0.0227954165009987,0.008621103016432608,1704,2,0.637945,2018,False,closed
3090,2018-04-10,2018-04-11,2018-05-10,20,31.912393,41.723476,0.3030130225889044,-0.022809115515536993,0.3258221381044414,-0.018466956648711674,0.32147997923761606,-0.0227954165009987,0.3258084390899031,1704,2,0.467068,2018,False,closed
6669,2018-04-12,2018-04-13,2018-05-14,20,152.434221,230.377382,0.5068982480782646,-0.023929279098721223,0.5308275271769858,-0.025275057348140506,0.5321733054264051,-0.02375578974432835,0.5306540378225929,1701,3,4.899004,2018,False,closed
2492,2018-05-28,2018-05-29,2018-06-27,20,270.537459,273.845662,0.007803262260717049,0.015254659942111282,-0.007451397681394233,0.01689209502947686,-0.009088832768759813,0.01689564463157467,-0.00909238237085762,1699,2,0.87445,2018,False,closed
3030,2018-05-28,2018-05-29,2018-06-27,20,40.257262,42.342425,0.04737094677849675,0.015254659942111282,0.03211628683638547,0.01689209502947686,0.03047885174901989,0.01689564463157467,0.03047530214692208,1699,2,0.509943,2018,False,closed
8076,2018-05-28,2018-05-29,2018-06-27,20,34.855498,40.513404,0.15789963526987927,0.015254659942111282,0.142644975327768,0.01689209502947686,0.1410075402404024,0.01689564463157467,0.1410039906383046,1699,0,0.388007,2018,False,closed
3236,2018-05-28,2018-05-29,2018-06-27,20,36.948898,39.008345,0.051312711040800166,0.015254659942111282,0.036058051098688884,0.01689209502947686,0.034420616011323305,0.01689564463157467,0.0344170664092255,1699,0,0.307912,2018,False,closed
