date,stock_id,stock_name,disposition_cnt,condition,measure,period_start,period_end
2018-10-15,078548,嘉晶國泰7C購01,2,最近十個營業日已有六次,第二次處置,2018-10-16,2018-10-29
2021-02-17,078712,新興永豐06購02,1,連續三次,第一次處置,2021-02-18,2021-03-04
2021-05-24,078882,友達元大06購07,1,連續三次,第一次處置,2021-05-25,2021-06-07
2021-08-02,079045,長榮元大09購01,1,連續三次,第一次處置,2021-08-03,2021-08-16
2025-05-05,07907P,AES統一4C售01,1,連續三次,第一次處置,2025-05-06,2025-05-19
2021-08-02,079160,長榮元大08購04,1,連續三次,第一次處置,2021-08-03,2021-08-16
2021-05-21,079295,群創元富06購05,1,連續三次,第一次處置,2021-05-24,2021-06-04
2021-07-13,079322,群創中信0A購02,1,連續三次,第一次處置,2021-07-14,2021-07-27
2021-05-05,079352,中鴻凱基07購01,1,連續三次,第一次處置,2021-05-06,2021-05-19
2021-05-26,079534,群創元大06購08,1,連續三次,第一次處置,2021-05-27,2021-06-09
2021-05-25,079553,群創群益07購02,1,連續三次,第一次處置,2021-05-26,2021-06-08
2021-05-27,079670,友達元大06購08,1,連續三次,第一次處置,2021-05-28,2021-06-10
2021-08-16,079872,萬海統一08購01,1,連續三次,第一次處置,2021-08-17,2021-08-30
2021-07-27,079910,長榮國泰08購03,1,連續三次,第一次處置,2021-07-28,2021-08-10
2021-05-21,079994,晶豪科元富06購02,1,連續三次,第一次處置,2021-05-24,2021-06-04
2021-07-27,080025,長榮國泰08購04,1,連續三次,第一次處置,2021-07-28,2021-08-10
2021-07-30,080182,萬海統一08購02,1,連續三次,第一次處置,2021-08-02,2021-08-13
2021-08-02,080401,長榮元大09購02,1,連續三次,第一次處置,2021-08-03,2021-08-16
2021-08-02,080402,長榮元大09購03,1,連續三次,第一次處置,2021-08-03,2021-08-16
2021-05-25,080727,群創群益07購04,1,連續三次,第一次處置,2021-05-26,2021-06-08
2021-07-23,080914,長榮凱基0B購01,1,連續三次,第一次處置,2021-07-26,2021-08-06
2021-07-06,080950,萬海群益08購01,1,連續三次,第一次處置,2021-07-07,2021-07-20
2021-07-30,081225,長榮統一09購04,1,連續三次,第一次處置,2021-08-02,2021-08-13
2021-05-24,081514,新光鋼富邦08購01,1,連續三次,第一次處置,2021-05-25,2021-06-07
2021-05-31,081548,長榮永豐07購05,1,連續三次,第一次處置,2021-06-01,2021-06-15
2021-08-02,081616,長榮元大08購06,1,連續三次,第一次處置,2021-08-03,2021-08-16
2021-07-23,081836,萬海凱基0A購01,1,連續三次,第一次處置,2021-07-26,2021-08-06
2019-01-25,082297,可成富邦82購01,1,連續三次,第一次處置,2019-01-28,2019-02-19
2021-08-11,082566,新興統一09購01,1,連續三次,第一次處置,2021-08-12,2021-08-25
2021-05-25,082743,群創群益09購04,1,連續三次,第一次處置,2021-05-26,2021-06-08
2021-07-06,083161,萬海群益08購05,1,連續三次,第一次處置,2021-07-07,2021-07-20
2021-09-08,083187,晶豪科國票0A購01,1,連續三次,第一次處置,2021-09-09,2021-09-24
2021-05-26,083289,友達元大07購12,1,連續三次,第一次處置,2021-05-27,2021-06-09
2021-05-26,084124,群創群益08購01,1,連續三次,第一次處置,2021-05-27,2021-06-09
2021-05-26,084437,群創群益08購02,1,連續三次,第一次處置,2021-05-27,2021-06-09
2021-05-26,084658,群創群益08購03,1,連續三次,第一次處置,2021-05-27,2021-06-09
2021-07-27,084815,彩晶永豐08購01,1,連續三次,第一次處置,2021-07-28,2021-08-10
2021-05-26,084888,群創群益08購04,1,連續三次,第一次處置,2021-05-27,2021-06-09
2021-05-26,084929,友達元大08購05,1,連續三次,第一次處置,2021-05-27,2021-06-09
2021-05-26,085203,群創群益09購07,1,連續三次,第一次處置,2021-05-27,2021-06-09
2021-09-27,085433,晶豪科統一0A購02,1,連續三次,第一次處置,2021-09-28,2021-10-12
2026-06-26,085788,T50反1中信5C購01,1,連續三次,第一次處置,2026-06-29,2026-07-10
2015-08-27,087094,元富CQ,1,連續三次,第一次處置,2015-08-28,2015-09-10
2023-04-28,087182,晶睿永豐25購02,1,連續三次,第一次處置,2023-05-02,2023-05-15
2022-12-14,087272,世紀鋼富邦26購01,1,連續三次,第一次處置,2022-12-15,2022-12-28
2021-08-02,087538,裕民統一0B購01,1,連續三次,第一次處置,2021-08-03,2021-08-16
2015-07-29,087921,81富邦,1,連續三次,第一次處置,2015-07-30,2015-08-12
2018-12-28,088382,康友國泰84購01,1,連續三次,第一次處置,2019-01-02,2019-01-15
2015-08-11,088429,9N兆豐,1,連續三次,第一次處置,2015-08-12,2015-08-25
2024-06-19,088432,第一銅凱基43購02,1,連續三次,第一次處置,2024-06-20,2024-07-03
2021-07-23,088527,彩晶國泰0B購01,1,連續三次,第一次處置,2021-07-26,2021-08-06
2021-09-22,089215,長榮群益0B購01,1,連續三次,第一次處置,2021-09-23,2021-10-06
2021-10-08,089256,長榮統一0B購02,1,連續三次,第一次處置,2021-10-12,2021-10-25
2021-10-25,089310,長榮國票0A購03,1,連續三次,第一次處置,2021-10-26,2021-11-08
2021-08-06,089323,長榮富邦0B購01,3,連續三次,第一次處置,2021-08-09,2021-08-20
2021-08-17,089323,長榮富邦0B購01,3,連續三次,第二次處置,2021-08-18,2021-08-31
2021-08-20,089323,長榮富邦0B購01,3,連續三次,第二次處置,2021-08-23,2021-09-03
2021-08-02,089361,長榮元大12購01,1,連續三次,第一次處置,2021-08-03,2021-08-16
2021-09-22,089440,長榮群益0A購03,1,連續三次,第一次處置,2021-09-23,2021-10-06
2021-08-04,089455,長榮統一0C購01,2,連續三次,第一次處置,2021-08-05,2021-08-18
2021-11-01,089455,長榮統一0C購01,2,連續三次,第一次處置,2021-11-02,2021-11-15
2021-08-16,089456,長榮統一0C購02,1,連續三次,第一次處置,2021-08-17,2021-08-30
2021-08-04,089457,長榮統一13購01,2,連續三次,第一次處置,2021-08-05,2021-08-18
2021-10-15,089457,長榮統一13購01,2,連續三次,第一次處置,2021-10-18,2021-10-29
2021-08-06,089497,新興元富09購02,1,連續三次,第一次處置,2021-08-09,2021-08-20
2021-08-26,089563,長榮統一0B購05,1,連續三次,第一次處置,2021-08-27,2021-09-09
2021-08-16,089564,長榮統一0B購06,1,連續三次,第一次處置,2021-08-17,2021-08-30
2021-08-16,089565,長榮統一0B購07,1,連續三次,第一次處置,2021-08-17,2021-08-30
2021-09-22,089609,長榮群益0B購03,1,連續三次,第一次處置,2021-09-23,2021-10-06
2021-07-30,089684,長榮元大09購09,1,連續三次,第一次處置,2021-08-02,2021-08-13
2021-08-02,089685,長榮元大0B購01,1,連續三次,第一次處置,2021-08-03,2021-08-16
2021-08-02,089686,長榮元大0C購02,1,連續三次,第一次處置,2021-08-03,2021-08-16
2021-08-02,089848,長榮元大09購11,1,連續三次,第一次處置,2021-08-03,2021-08-16
2021-08-02,089975,長榮元大0A購01,1,連續三次,第一次處置,2021-08-03,2021-08-16
2021-08-02,089976,長榮元大0A購02,1,連續三次,第一次處置,2021-08-03,2021-08-16
2021-08-02,089977,長榮元大0C購04,1,連續三次,第一次處置,2021-08-03,2021-08-16
2010-03-10,1107,建台,1,最近10個營業日內有6個營業日,建台水泥股份有限公司股票（代號：1107）係管理股票，因最近10個營業日內有6個營業日經本中心公布注意交易資訊；另依本中心業務規則第35條之3規定：證券經紀商接受客戶委託透過本中心等價成交系統買賣櫃檯買賣管理股票時，應預先收足買進之價金或賣出之證券，並採每45分鐘撮合1次之分盤交易方式。,2010-03-11,2010-03-17
2011-01-11,1107,建台,1,連續5個營業日,建台水泥股份有限公司股票（代號：1107）係管理股票，因連續5個營業日經本中心公布注意交易資訊；另依本中心業務規則第35條之3規定：證券經紀商接受客戶委託透過本中心等價成交系統買賣櫃檯買賣管理股票時，應預先收足買進之價金或賣出之證券，並採每45分鐘撮合1次之分盤交易方式。,2011-01-12,2011-01-18
2006-04-25,1213,大西洋,1,連續五次,收足五成款券,2006-04-26,2006-05-03
2010-07-19,1213,大西洋,4,最近十個營業日已有六次,收足五成款券,2010-07-20,2010-07-26
2010-07-26,1213,大西洋,4,連續五次,收足全部款券,2010-07-27,2010-08-02
2020-07-20,1213,大飲,4,連續三次,人工管制撮合,2020-07-21,2020-08-03
2020-07-23,1213,大飲,4,連續三次,人工管制撮合,2020-07-24,2020-08-06
2013-11-05,1219,福壽,1,連續五次,第一次處置,2013-11-06,2013-11-12
2014-10-16,1225,福懋油,2,連續三次,第一次處置,2014-10-17,2014-10-30
2024-08-19,1225,福懋油,2,最近十個營業日已有六次,第一次處置,2024-08-20,2024-09-02
2014-10-16,12251,福脂一,2,因連續3個營業日達本中心作業要點第四條第一項第一款,福懋油脂股份有限公司股票（代號：1225）因連續3個營業日經臺灣證券交易所公布注意交易資訊而達處置標準。本中心爰自103年10月17日起10個營業日(103年10月17日至103年10月30日，如遇休市則順延執行)對福懋油脂股份有限公司國內第一次有擔保轉換公司債（代號：12251）改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2014-10-17,2014-10-30
2008-05-13,1227,佳格,1,連續五次,收足五成款券,2008-05-14,2008-05-20
2006-05-03,1234,黑松,1,連續五次,收足五成款券,2006-05-04,2006-05-10
2010-08-09,1235,興泰,5,連續五次,收足五成款券,2010-08-10,2010-08-16
2010-08-25,1235,興泰,5,連續五次,收足全部款券,2010-08-26,2010-09-01
2014-08-25,1235,興泰,5,連續三次,第一次處置,2014-08-26,2014-09-09
2014-10-17,1235,興泰,5,連續三次,第一次處置,2014-10-20,2014-10-31
2025-06-02,1235,興泰,5,連續三次,第一次處置,2025-06-03,2025-06-16
2021-11-19,1236,宏亞,2,連續三次,第一次處置,2021-11-22,2021-12-03
2021-12-15,1236,宏亞,2,連續三次,第二次處置,2021-12-16,2021-12-29
2013-05-27,1256,F-鮮活,1,連續5個營業日,因連續5個營業日經本中心公布注意交易資訊，爰自102年05月28日起5 個營業日(102年05月28日至102年06月03日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於前開期間對於投資人每日委託買賣該有價證券數量單筆達50交易單位或多筆累積達150交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券；至於當日達上開數量後之委託亦應於委辦時向其收取全部之買進價金或賣出證券。但證券商違約專戶委託賣出有價證券時，不在此限。,2013-05-28,2013-06-03
2020-03-17,1258,其祥-KY,5,因連續3個營業日達本中心作業要點第四條第一項第一款,其祥生物科技控股有限公司股票(代號：1258)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年03月18日起10個營業日(109年03月18日至109年03月31日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對其祥生物科技控股有限公司股票(代號：1258)及其祥生物科技控股有限公司中華民國境內第二次無擔保轉換公司債(代號：12582)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2020-03-18,2020-03-31
2020-03-20,1258,其祥-KY,15,因連續3個營業日達本中心作業要點第四條第一項第一款,其祥生物科技控股有限公司股票(代號：1258)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年03月23日起10個營業日(109年03月23日至109年04月07日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對其祥生物科技控股有限公司股票(代號：1258)及其祥生物科技控股有限公司中華民國境內第二次無擔保轉換公司債(代號：12582)改以人工管制之撮合終端機執行撮合作業 (約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2020-03-23,2020-04-07
2020-05-05,1258,其祥-KY,4,因連續3個營業日達本中心作業要點第四條第一項第一款,其祥生物科技控股有限公司股票(代號：1258)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年05月06日起10個營業日(109年05月06日至109年05月19日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對其祥生物科技控股有限公司股票(代號：1258)及其祥生物科技控股有限公司中華民國境內第二次無擔保轉換公司債(代號：12582)改以人工管制之撮合終端機執行撮合作業 (約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2020-05-06,2020-05-19
2020-03-17,12582,其祥二KY,5,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,其祥生物科技控股有限公司股票(代號：1258)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年03月18日起10個營業日(109年03月18日至109年03月31日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對其祥生物科技控股有限公司股票(代號：1258)及其祥生物科技控股有限公司中華民國境內第二次無擔保轉換公司債(代號：12582)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2020-03-18,2020-03-31
2020-03-20,12582,其祥二KY,15,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,其祥生物科技控股有限公司股票(代號：1258)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年03月23日起10個營業日(109年03月23日至109年04月07日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對其祥生物科技控股有限公司股票(代號：1258)及其祥生物科技控股有限公司中華民國境內第二次無擔保轉換公司債(代號：12582)改以人工管制之撮合終端機執行撮合作業 (約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2020-03-23,2020-04-07
2020-05-05,12582,其祥二KY,4,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,其祥生物科技控股有限公司股票(代號：1258)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年05月06日起10個營業日(109年05月06日至109年05月19日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對其祥生物科技控股有限公司股票(代號：1258)及其祥生物科技控股有限公司中華民國境內第二次無擔保轉換公司債(代號：12582)改以人工管制之撮合終端機執行撮合作業 (約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2020-05-06,2020-05-19
2026-06-23,1303,南亞,1,連續三次,第一次處置,2026-06-24,2026-07-07
2020-05-06,1307,三芳,1,連續三次,第一次處置,2020-05-07,2020-05-20
2010-03-30,1312A,國喬特,1,連續五次,收足五成款券,2010-03-31,2010-04-07
2006-05-15,1315,達新,1,連續五次,收足五成款券,2006-05-16,2006-05-22
