date,TotalExchangeMarginMaintenance
2025-06-17,165.885
2025-06-18,166.193
2025-06-19,162.124
2025-06-20,160.526
2025-06-23,161.44
2025-06-24,164.758
2025-06-25,165.716
2025-06-26,165.697
2025-06-27,165.853
2025-06-30,166.369
2025-07-01,167.194
2025-07-02,167.549
2025-07-03,168.417
2025-07-04,165.947
2025-07-07,164.338
2025-07-08,163.931
2025-07-09,165.836
2025-07-10,166.348
2025-07-11,167.067
2025-07-14,163.876
2025-07-15,165.477
2025-07-16,166.159
2025-07-17,167.705
2025-07-18,168.884
2025-07-21,168.263
2025-07-22,164.692
2025-07-23,167.637
2025-07-24,170.153
2025-07-25,169.521
2025-07-28,170.555
2025-07-29,169.155
2025-07-30,165.576
2025-07-31,170.181
2025-08-01,171.02
2025-08-04,169.866
2025-08-05,171.36
2025-08-06,170.741
2025-08-07,172.004
2025-08-08,172.925
2025-08-11,173.874
2025-08-12,174.221
2025-08-13,173.914
2025-08-14,173.377
2025-08-15,174.333
2025-08-18,176.37
2025-08-19,173.35
2025-08-20,167.776
2025-08-21,170.687
2025-08-22,169.478
2025-08-25,174.922
2025-08-26,175.477
2025-08-27,177.214
2025-08-28,176.36
2025-08-29,177.288
2025-09-01,172.559
2025-09-02,170.887
2025-09-03,172.774
2025-09-04,171.54
2025-09-05,173.599
2025-09-08,174.27
2025-09-09,174.429
2025-09-10,175.711
2025-09-11,173.342
2025-09-12,173.226
2025-09-15,171.783
2025-09-16,173.152
2025-09-17,172.237
2025-09-18,173.839
2025-09-19,173.808
2025-09-22,174.806
2025-09-23,174.293
2025-09-24,172.835
2025-09-25,171.297
2025-09-26,167.305
2025-09-30,171.055
2025-10-01,171.267
2025-10-02,171.926
2025-10-03,173.389
2025-10-07,175.822
2025-10-08,175.276
2025-10-09,175.48
2025-10-13,172.496
2025-10-14,167.847
2025-10-15,170.351
2025-10-16,172.992
2025-10-17,171.413
2025-10-20,173.453
2025-10-21,174.504
2025-10-22,174.174
2025-10-23,172.933
2025-10-27,175.97
2025-10-28,176.002
2025-10-29,177.075
2025-10-30,176.453
2025-10-31,176.817
2025-11-03,177.636
2025-11-04,173.744
2025-11-05,172.765
2025-11-06,175.899
2025-11-07,173.017
2025-11-10,174.88
2025-11-11,174.529
2025-11-12,175.207
2025-11-13,175.606
2025-11-14,171.829
2025-11-17,171.962
2025-11-18,166.679
2025-11-19,165.471
2025-11-20,169.316
2025-11-21,162.773
2025-11-24,164.441
2025-11-25,167.606
2025-11-26,169.994
2025-11-27,171.96
2025-11-28,173.122
2025-12-01,171.631
2025-12-02,171.535
2025-12-03,171.525
2025-12-04,171.333
2025-12-05,172.443
2025-12-08,173.775
2025-12-09,173.789
2025-12-10,174.155
2025-12-11,173.21
2025-12-12,174.318
2025-12-15,172.69
2025-12-16,169.162
2025-12-17,169.387
2025-12-18,168.292
2025-12-19,170.685
2025-12-22,173.137
2025-12-23,172.978
2025-12-24,173.845
2025-12-26,174.739
2025-12-29,175.15
2025-12-30,175.612
2025-12-31,176.01
2026-01-02,177.813
2026-01-05,178.126
2026-01-06,181.101
2026-01-07,181.187
2026-01-08,179.007
2026-01-09,177.551
2026-01-12,180.652
2026-01-13,179.864
2026-01-14,181.598
2026-01-15,180.955
2026-01-16,183.147
2026-01-19,185.723
2026-01-20,185.646
2026-01-21,180.863
2026-01-22,183.549
2026-01-23,183.638
2026-01-26,185.6
2026-01-27,185.459
2026-01-28,188.142
2026-01-29,185.899
2026-01-30,184.005
2026-02-02,178.275
2026-02-03,180.196
2026-02-04,183.46
2026-02-05,178.036
2026-02-06,174.572
2026-02-09,178.178
2026-02-10,179.375
2026-02-11,180.614
2026-02-23,183.907
2026-02-24,188.702
2026-02-25,189.379
2026-02-26,190.278
2026-03-02,189.619
2026-03-03,182.494
2026-03-04,172.308
2026-03-05,178.415
2026-03-06,177.564
2026-03-09,167.802
2026-03-10,172.262
2026-03-11,180.499
2026-03-12,178.644
2026-03-13,179.353
2026-03-16,181.105
2026-03-17,184.043
2026-03-18,186.831
2026-03-19,184.983
2026-03-20,182.414
2026-03-23,175.219
2026-03-24,172.492
2026-03-25,178.001
2026-03-26,176.218
2026-03-27,176.452
2026-03-30,173.523
2026-03-31,166.549
2026-04-01,174.009
2026-04-02,170.837
2026-04-07,174.663
2026-04-08,183.066
2026-04-09,182.767
2026-04-10,185.319
2026-04-13,186.455
2026-04-14,187.848
2026-04-15,187.97
2026-04-16,190.225
2026-04-17,190.633
2026-04-20,192.391
2026-04-21,195.451
2026-04-22,196.751
2026-04-23,190.147
2026-04-24,192.025
2026-04-27,191.676
2026-04-28,193.767
2026-04-29,192.951
2026-04-30,192.943
2026-05-04,198.904
2026-05-05,200.577
2026-05-06,199.85
2026-05-07,201.852
2026-05-08,197.531
2026-05-11,203.156
2026-05-12,203.209
2026-05-13,199.101
2026-05-14,199.852
2026-05-15,194.627
2026-05-18,194.46
2026-05-19,189.636
2026-05-20,189.139
2026-05-21,197.237
2026-05-22,204.264
2026-05-25,210.395
2026-05-26,209.639
2026-05-27,208.694
2026-05-28,202.763
2026-05-29,206.57
2026-06-01,210.174
2026-06-02,208.395
2026-06-03,209.107
2026-06-04,203.027
2026-06-05,198.989
2026-06-08,191.077
2026-06-09,198.253
2026-06-10,187.388
2026-06-11,188.883
2026-06-12,193.206
2026-06-15,199.422
2026-06-16,199.629
2026-06-17,201.536
2026-06-18,205.361
2026-06-22,208.57
2026-06-23,201.915
2026-06-24,200.379
2026-06-25,201.33
2026-06-26,191.073
2026-06-29,192.176
2026-06-30,198.934
2026-07-01,198.24
2026-07-02,197.429
2026-07-03,197.609
2026-07-06,194.386
2026-07-07,186.115
2026-07-08,186.849
2026-07-09,186.672
2026-07-13,184.061
2026-07-14,180.68
2026-07-15,186.833
2026-07-16,182.889
2026-07-17,170.54
2026-07-20,167.509
2026-07-21,175.455
2026-07-22,181.26
