futures_id,date,institutional_investors,long_deal_volume,long_deal_amount,short_deal_volume,short_deal_amount,long_open_interest_balance_volume,long_open_interest_balance_amount,short_open_interest_balance_volume,short_open_interest_balance_amount
MTX,2019-09-18,外資,29324,15976847,26019,14179504,3147,1714024,202,109908
MTX,2019-09-18,投信,1,545,0,0,105,57194,0,0
MTX,2019-09-18,自營商,13531,7371428,14786,8065935,12216,6644588,3256,1768352
TX,2019-09-18,外資,49170,107160929,45472,99124011,70374,153322938,18413,40114068
TX,2019-09-18,投信,652,1421955,610,1328165,3799,8277261,30469,66385857
TX,2019-09-18,自營商,18518,40382918,20744,45257571,6559,14239998,12387,26942662
MTX,2019-09-19,外資,28010,15252000,31687,17249208,1262,685554,1994,1083330
MTX,2019-09-19,投信,1,543,0,0,106,57595,0,0
MTX,2019-09-19,自營商,7518,4093532,7194,3916895,12724,6904933,3092,1674512
TX,2019-09-19,外資,37273,81169524,41583,90535593,69819,151737181,22136,48106206
TX,2019-09-19,投信,1048,2278312,721,1567233,3801,8261093,30144,65514970
TX,2019-09-19,自營商,8862,19294147,7876,17144971,7043,15257169,11972,25971349
MTX,2019-09-20,外資,23093,12579981,20883,11374962,2288,1246640,810,441235
MTX,2019-09-20,投信,0,0,0,0,106,57765,0,0
MTX,2019-09-20,自營商,5875,3200320,5480,2985837,12870,7004260,2879,1563858
TX,2019-09-20,外資,33212,72373654,30091,65572131,72434,157883685,21630,47144306
TX,2019-09-20,投信,5,10900,0,0,3801,8285420,30139,65696992
TX,2019-09-20,自營商,6018,13112831,5710,12440315,7144,15519696,11756,25575077
MTX,2019-09-23,外資,24742,13478791,27324,14882584,1045,568897,2149,1170086
MTX,2019-09-23,投信,0,0,0,0,106,57728,0,0
MTX,2019-09-23,自營商,8457,4606502,7370,4015272,13555,7372672,3397,1845464
TX,2019-09-23,外資,34352,74853061,35317,76945773,71438,155612103,21599,47045113
TX,2019-09-23,投信,0,0,717,1561730,3789,8253958,30844,67190570
TX,2019-09-23,自營商,8776,19121760,7962,17348867,7346,15946706,10914,23722289
MTX,2019-09-24,外資,28475,15510009,29177,15889847,828,451242,2606,1420440
MTX,2019-09-24,投信,0,0,0,0,106,57797,0,0
MTX,2019-09-24,自營商,9787,5332633,8353,4550780,13358,7272786,3870,2105306
TX,2019-09-24,外資,38824,84591323,38319,83472231,72989,159179796,22652,49389121
TX,2019-09-24,投信,0,0,812,1770668,3786,8257266,31653,69035193
TX,2019-09-24,自營商,11900,25917337,12428,27079391,8761,19043113,12331,26840315
MTX,2019-09-25,外資,32370,17556872,36917,20029281,1064,576504,7405,4013306
MTX,2019-09-25,投信,0,0,2,1083,104,56373,0,0
MTX,2019-09-25,自營商,10482,5682766,12086,6550601,11647,6303022,4329,2338925
TX,2019-09-25,外資,44637,96836265,46651,101204701,72693,157604529,24372,52827554
TX,2019-09-25,投信,0,0,802,1739160,3365,7295993,32034,69456119
TX,2019-09-25,自營商,12355,26793760,13062,28325718,8534,18438986,12670,27415227
MTX,2019-09-26,外資,33808,18343098,34693,18818397,324,175406,7550,4092770
MTX,2019-09-26,投信,0,0,0,0,104,56384,0,0
MTX,2019-09-26,自營商,8720,4732588,7922,4297609,12373,6696754,4237,2289633
TX,2019-09-26,外資,44269,96077088,42742,92776041,73175,158677277,23327,50570347
TX,2019-09-26,投信,9,19547,243,526943,3126,6779044,32029,69458089
TX,2019-09-26,自營商,9242,20066353,8476,18391135,8899,19229615,12274,26556740
MTX,2019-09-27,外資,35504,19268910,33308,18068748,559,302260,5649,3056472
MTX,2019-09-27,投信,0,0,0,0,104,56280,0,0
MTX,2019-09-27,自營商,8707,4723635,9640,5228840,12274,6631131,5151,2779736
TX,2019-09-27,外資,47975,104114346,45267,98215649,74815,161934601,22244,48130931
TX,2019-09-27,投信,907,1963802,141,305381,3125,6764375,31262,67669725
TX,2019-09-27,自營商,9428,20457119,9686,21020852,9334,20134996,12947,27965936
MTX,2019-10-01,外資,40540,22069508,34990,19029634,2607,1427387,2147,1175325
MTX,2019-10-01,投信,0,0,4,2191,100,54765,0,0
MTX,2019-10-01,自營商,15440,8404249,13485,7343133,15858,8669718,7308,3995761
TX,2019-10-01,外資,50162,109288183,45531,99175832,79330,173769862,22148,48498511
TX,2019-10-01,投信,693,1518417,6,13144,3163,6928868,30613,67060838
TX,2019-10-01,自營商,15233,33212805,16504,35989055,11070,24171989,15822,34600606
MTX,2019-10-02,外資,26143,14290183,30076,16439774,857,467598,4316,2356839
MTX,2019-10-02,投信,0,0,0,0,100,54615,0,0
MTX,2019-10-02,自營商,9284,5072769,10073,5503905,14625,7973404,6779,3695486
TX,2019-10-02,外資,36805,80474374,39822,87071260,77899,170168386,23730,51822434
TX,2019-10-02,投信,1553,3393160,31,67771,3151,6883675,29079,63525983
TX,2019-10-02,自營商,9226,20169091,8964,19596458,10494,22848963,14984,32675247
MTX,2019-10-03,外資,38906,21086080,41167,22319137,1046,567058,6806,3691261
MTX,2019-10-03,投信,0,0,2,1086,98,53160,0,0
MTX,2019-10-03,自營商,11760,6369352,12786,6925404,14424,7812431,7700,4168794
TX,2019-10-03,外資,51336,111322394,51068,110755061,78627,170595317,24180,52448057
TX,2019-10-03,投信,1436,3116532,78,168982,3153,6841379,27723,60153365
TX,2019-10-03,自營商,11925,25844699,12538,27177025,10227,22116230,15306,33151631
MTX,2019-10-04,外資,43323,23534908,43784,23782583,275,149163,6488,3527785
MTX,2019-10-04,投信,0,0,0,0,98,53297,0,0
MTX,2019-10-04,自營商,13018,7069949,11556,6275385,16329,8867538,8143,4421069
TX,2019-10-04,外資,55769,121203335,55088,119722270,78592,170958479,23466,51026267
TX,2019-10-04,投信,14,30489,701,1524824,3152,6856861,28409,61800939
TX,2019-10-04,自營商,12802,27822732,11628,25267824,11626,25210912,15531,33725553
MTX,2019-10-07,外資,31532,17186507,28971,15790672,1107,603587,4759,2596303
MTX,2019-10-07,投信,0,0,0,0,98,53479,0,0
MTX,2019-10-07,自營商,9350,5094415,9195,5010939,18006,9810075,9673,5270848
TX,2019-10-07,外資,35235,76824189,36496,79568760,77296,168709779,23431,51119330
TX,2019-10-07,投信,35,76408,1,2184,3172,6923842,28395,61980606
TX,2019-10-07,自營商,12240,26691395,10764,23474223,13155,28622618,15582,33946353
MTX,2019-10-08,外資,30225,16586837,25643,14076796,4506,2477307,3576,1966327
MTX,2019-10-08,投信,1,550,0,0,99,54450,0,0
MTX,2019-10-08,自營商,11587,6353368,10188,5592434,20625,11324136,11077,6084706
TX,2019-10-08,外資,45968,100971010,40068,88032657,84907,186766310,25142,55285852
TX,2019-10-08,投信,407,895310,355,780954,3134,6894800,28305,62271000
TX,2019-10-08,自營商,15709,34508442,18204,39996812,12806,28080489,17682,38829500
MTX,2019-10-09,外資,29969,16404012,42549,23292019,577,313104,11723,6378311
MTX,2019-10-09,投信,0,0,1,545,98,53327,0,0
MTX,2019-10-09,自營商,16518,9038515,14565,7960850,18802,10215976,6703,3637307
TX,2019-10-09,外資,53964,118078144,61034,133582613,79820,173684623,27245,59271538
TX,2019-10-09,投信,3672,8023317,4949,10790464,3098,6743064,29546,64296626
TX,2019-10-09,自營商,18901,41347514,17400,38042894,10416,22589296,13888,30152128
MTX,2019-10-14,外資,40918,22521705,34247,18849031,3191,1764102,7738,4283498
MTX,2019-10-14,投信,41,22652,41,22688,98,54223,0,0
MTX,2019-10-14,自營商,15634,8598056,15134,8335409,21410,11833641,8651,4781487
TX,2019-10-14,外資,93274,205945319,87886,194122799,89378,197789729,31397,69472893
TX,2019-10-14,投信,16795,37194447,16485,36451368,3133,6932246,29271,64761126
TX,2019-10-14,自營商,21966,48461941,23415,51669286,10241,22599527,15202,33586505
MTX,2019-10-15,外資,25615,14201625,25737,14268245,3235,1792573,7900,4386278
MTX,2019-10-15,投信,57,31587,57,31647,98,54326,0,0
MTX,2019-10-15,自營商,11802,6540174,9643,5342711,20868,11567154,4086,2260692
TX,2019-10-15,外資,80937,179505759,81380,180564265,91949,203960086,34412,76325591
TX,2019-10-15,投信,12107,26889955,12523,27764225,3135,6951673,29688,65830635
TX,2019-10-15,自營商,24543,54454326,23047,51131345,11328,25074897,15259,33805290
MTX,2019-10-16,外資,35206,19603596,32269,17969256,3502,1948164,133,73225
MTX,2019-10-16,投信,0,0,0,0,98,54542,0,0
MTX,2019-10-16,自營商,13900,7738427,15177,8453245,12954,7197266,2262,1252621
TX,2019-10-16,外資,55293,123107742,52867,117746338,77781,173148636,22702,50536303
TX,2019-10-16,投信,159,354346,134,298278,3129,6965780,29657,66022413
TX,2019-10-16,自營商,19670,43815040,21669,48268939,9622,21363884,11913,26466166
MTX,2019-10-17,外資,23747,13227860,21323,11877568,5973,3331293,192,106412
MTX,2019-10-17,投信,0,0,0,0,98,54674,0,0
MTX,2019-10-17,自營商,5029,2800658,3835,2135735,14149,7880644,2275,1262285
TX,2019-10-17,外資,29758,66313083,27088,60362712,80118,178784095,22366,49909359
TX,2019-10-17,投信,207,461980,322,718374,3085,6884486,29728,66341005
TX,2019-10-17,自營商,5834,13000615,5185,11551032,9760,21721419,11399,25380624
MTX,2019-10-18,外資,43655,24399803,49658,27755538,956,531480,1178,656172
MTX,2019-10-18,投信,8,4462,1,558,105,58532,0,0
MTX,2019-10-18,自營商,13096,7317640,12922,7218997,14387,8007030,2427,1345187
TX,2019-10-18,外資,47635,106477460,51184,114406914,77729,173312586,23526,52455423
TX,2019-10-18,投信,6,13380,0,0,3091,6892312,29728,66287494
TX,2019-10-18,自營商,13142,29371751,13650,30505845,10575,23520791,12700,28256775
MTX,2019-10-21,外資,22373,12473788,23857,13299932,1102,613141,2808,1565976
MTX,2019-10-21,投信,0,0,9,5021,96,53554,0,0
MTX,2019-10-21,自營商,4248,2367077,4001,2229244,14891,8293110,2764,1533136
TX,2019-10-21,外資,28410,63361389,30817,68727815,75968,169507270,24172,53934223
TX,2019-10-21,投信,800,1785378,127,283408,3067,6843704,29031,64779773
TX,2019-10-21,自營商,6687,14913222,5645,12588900,10649,23700638,11712,26071409
MTX,2019-10-22,外資,28983,16246839,25642,14373255,2850,1600000,1215,682609
MTX,2019-10-22,投信,0,0,0,0,96,53952,0,0
MTX,2019-10-22,自營商,10047,5630738,8247,4623813,16749,9398132,2830,1582705
TX,2019-10-22,外資,34157,76604979,32493,72863483,76177,171237578,22717,51064320
TX,2019-10-22,投信,54,121398,411,923851,2683,6031384,29004,65200992
TX,2019-10-22,自營商,12143,27237431,10827,24287799,11694,26222538,11439,25649787
MTX,2019-10-23,外資,26399,14817144,27039,15176832,2941,1645304,1898,1062802
MTX,2019-10-23,投信,0,0,0,0,96,53760,0,0
MTX,2019-10-23,自營商,8930,5010342,11902,6670331,14026,7840568,3003,1669590
TX,2019-10-23,外資,33285,74715486,33275,74699710,76164,170599087,22693,50828739
TX,2019-10-23,投信,2,4482,483,1082292,2668,5976320,29470,66012800
TX,2019-10-23,自營商,11474,25742262,12080,27094687,10958,24482262,11262,25163980
MTX,2019-10-24,外資,29380,16509457,22889,12860756,3824,2156358,1090,615126
MTX,2019-10-24,投信,0,0,0,0,96,54182,0,0
MTX,2019-10-24,自營商,7886,4428605,6694,3762149,15155,8537777,3040,1707611
TX,2019-10-24,外資,31283,70315755,28354,63740534,78426,177045790,20826,47012856
TX,2019-10-24,投信,235,530250,4,9030,2677,6043595,29248,66030285
TX,2019-10-24,自營商,8663,19472039,7695,17300947,11156,25116178,10467,23567826
MTX,2019-10-25,外資,24075,13594546,27880,15742410,1489,838193,2560,1444226
MTX,2019-10-25,投信,0,0,0,0,96,54158,0,0
MTX,2019-10-25,自營商,6238,3520637,7622,4298611,14437,8129772,3710,2082421
TX,2019-10-25,外資,28950,65381174,31249,70579156,77140,174065859,21839,49278252
TX,2019-10-25,投信,72,162441,1,2257,2680,6047688,29180,65847588
TX,2019-10-25,自營商,7606,17173670,7591,17134191,10734,24154847,10029,22567090
MTX,2019-10-28,外資,20053,11341499,18826,10646166,1968,1111227,1812,1024740
MTX,2019-10-28,投信,0,0,0,0,96,54293,0,0
MTX,2019-10-28,自營商,5113,2890108,5853,3309873,14073,7943812,4086,2300942
TX,2019-10-28,外資,25445,57561336,22841,51669901,77559,175445459,19654,44457288
TX,2019-10-28,投信,321,726219,55,124431,2631,5951848,28865,65298403
TX,2019-10-28,自營商,5188,11731536,5997,13563096,10582,23869996,10686,24109391
MTX,2019-10-29,外資,26897,15244043,25622,14522053,3094,1750051,1667,943613
MTX,2019-10-29,投信,0,0,0,0,96,54360,0,0
MTX,2019-10-29,自營商,7375,4175511,7639,4324319,14022,7924007,4299,2423696
TX,2019-10-29,外資,33130,75105552,33261,75399813,77651,175868688,19876,45011304
TX,2019-10-29,投信,8,18122,14,31726,2625,5945625,28865,65379225
TX,2019-10-29,自營商,8396,19029616,9750,22096350,10453,23605871,11911,26914548
MTX,2019-10-30,外資,23639,13378982,22847,12930501,3887,2201604,1674,948634
MTX,2019-10-30,投信,0,0,0,0,96,54422,0,0
MTX,2019-10-30,自營商,7670,4340413,7680,4347231,13291,7518257,3449,1944972
TX,2019-10-30,外資,28865,65353856,28147,63727861,78008,176880219,19515,44244625
TX,2019-10-30,投信,5,11340,0,0,2625,5952450,28860,65442936
TX,2019-10-30,自營商,7922,17933945,7570,17137114,10732,24264494,11811,26718969
MTX,2019-10-31,外資,28045,15928756,28575,16228656,3698,2095573,2015,1142502
MTX,2019-10-31,投信,0,0,0,0,96,54451,0,0
MTX,2019-10-31,自營商,6897,3914152,6512,3695065,13002,7357965,3459,1951277
TX,2019-10-31,外資,35947,81670810,35490,80634868,78759,178677636,19809,44934133
TX,2019-10-31,投信,230,521826,66,149736,2648,6007782,28719,65157667
TX,2019-10-31,自營商,8627,19595154,7898,17940346,11161,25248229,11340,25664748
MTX,2019-11-01,外資,27073,15341692,26222,14857969,4292,2438515,1758,999174
MTX,2019-11-01,投信,0,0,0,0,96,54581,0,0
MTX,2019-11-01,自營商,6827,3867118,5973,3382374,13545,7683623,3368,1904123
TX,2019-11-01,外資,32224,73054384,31992,72537290,78899,179421341,19717,44831615
TX,2019-11-01,投信,243,552632,179,405525,2637,5997065,28644,65142185
TX,2019-11-01,自營商,6734,15271443,6291,14258677,11722,26582790,11403,25866162
MTX,2019-11-04,外資,34292,19652689,29640,16994116,8887,5126899,1701,981183
MTX,2019-11-04,投信,0,0,0,0,96,55402,0,0
MTX,2019-11-04,自營商,11292,6466609,11637,6670692,14737,8483799,4913,2826841
TX,2019-11-04,外資,43902,100709083,41168,94502796,83811,193457101,21895,50531964
TX,2019-11-04,投信,1140,2629818,9,20776,2631,6073400,27507,63497159
TX,2019-11-04,自營商,13416,30780615,14927,34259544,12149,27958081,13339,30717022
MTX,2019-11-05,外資,32523,18860279,35164,20391438,6350,3695504,1805,1050317
MTX,2019-11-05,投信,4,2327,0,0,100,58225,0,0
MTX,2019-11-05,自營商,8034,4653701,8557,4954569,15074,8756214,5637,3270376
TX,2019-11-05,外資,42419,98407604,47131,109358582,81238,189191838,24034,55965713
TX,2019-11-05,投信,1737,4044961,8,18635,2633,6132257,25780,60041620
TX,2019-11-05,自營商,13022,30199296,12648,29333501,12838,29814061,13688,31803889
MTX,2019-11-06,外資,34131,19863968,35847,20864116,4773,2778584,1990,1158415
MTX,2019-11-06,投信,0,0,0,0,100,58250,0,0
MTX,2019-11-06,自營商,11214,6521583,10764,6257565,15128,8792406,4720,2737001
TX,2019-11-06,外資,43252,100685738,44762,104215931,79351,184876919,23657,55113689
TX,2019-11-06,投信,916,2134358,103,239979,2535,5906550,24869,57944770
TX,2019-11-06,自營商,13628,31726370,13232,30794315,12191,28323455,12661,29425676
MTX,2019-11-07,外資,32889,19086691,35380,20533016,2737,1585166,2445,1416769
MTX,2019-11-07,投信,3,1740,0,0,103,59719,0,0
MTX,2019-11-07,自營商,6709,3890226,7676,4447786,13998,8098103,4509,2599823
TX,2019-11-07,外資,39140,90848631,41607,96573829,76762,178015747,23535,54575504
TX,2019-11-07,投信,700,1623929,392,909314,2166,5023387,24192,56106086
TX,2019-11-07,自營商,9057,21012867,9929,23029741,11524,26647838,12878,29791618
MTX,2019-11-08,外資,40230,23351430,41641,24167019,2578,1489920,3697,2138487
MTX,2019-11-08,投信,0,0,0,0,103,59596,0,0
MTX,2019-11-08,自營商,8556,4963371,9166,5316333,13727,7925805,4804,2766152
TX,2019-11-08,外資,46386,107671023,47507,110278089,75211,174057586,23105,53467650
TX,2019-11-08,投信,61,141333,335,776871,1831,4237666,24131,55848786
TX,2019-11-08,自營商,10044,23309279,9236,21428297,12163,28072941,12720,29361301
MTX,2019-11-11,外資,43860,25228740,44224,25433953,2529,1444685,4012,2293334
MTX,2019-11-11,投信,0,0,0,0,103,58901,0,0
MTX,2019-11-11,自營商,10182,5854042,13717,7882252,10973,6260542,6065,3453836
TX,2019-11-11,外資,50756,116705332,50599,116372193,77409,177053326,25146,57512425
TX,2019-11-11,投信,26,59690,682,1560432,1809,4137907,24765,56647461
TX,2019-11-11,自營商,13180,30284892,15939,36622978,11963,27292499,15159,34601285
MTX,2019-11-12,外資,32593,18708899,30112,17287123,4297,2474392,3295,1897654
MTX,2019-11-12,投信,0,0,0,0,103,59349,0,0
MTX,2019-11-12,自營商,9869,5661590,8942,5132147,13653,7848977,7926,4553155
TX,2019-11-12,外資,37393,85862288,39494,90712449,76769,176919787,26608,61314997
TX,2019-11-12,投信,1627,3750162,6,13807,1808,4167078,23143,53339986
TX,2019-11-12,自營商,11266,25877303,9006,20683325,12992,29863441,13901,31963155
MTX,2019-11-13,外資,34177,19595866,37467,21487193,2384,1365208,4660,2670473
MTX,2019-11-13,投信,0,0,0,0,103,59050,0,0
MTX,2019-11-13,自營商,11683,6696731,11292,6469943,13030,7453077,6716,3835575
TX,2019-11-13,外資,45683,104766718,45916,105290859,75784,173769876,25856,59279303
TX,2019-11-13,投信,0,0,18,41276,1807,4143812,23160,53110512
TX,2019-11-13,自營商,12607,28904245,12523,28709508,11962,27350436,12800,29276238
MTX,2019-11-14,外資,43610,24988560,43916,25159725,2191,1253453,4773,2733122
MTX,2019-11-14,投信,0,0,0,0,103,58998,0,0
MTX,2019-11-14,自營商,10733,6141763,10938,6262613,14060,8036296,8063,4605461
TX,2019-11-14,外資,53337,122213199,54789,125541999,77743,178099029,29267,67039286
TX,2019-11-14,投信,894,2048401,0,0,1807,4140198,22266,51015859
TX,2019-11-14,自營商,12961,29688329,13293,30446693,11311,25838855,12453,28454139
MTX,2019-11-15,外資,36408,20960622,37728,21726814,1967,1132604,5869,3383511
MTX,2019-11-15,投信,0,0,0,0,103,59390,0,0
MTX,2019-11-15,自營商,11892,6843612,12071,6947233,15170,8728935,7416,4262236
TX,2019-11-15,外資,56966,131231037,60118,138530889,78015,179884805,32691,75378010
TX,2019-11-15,投信,4452,10266090,4012,9239834,1825,4209146,21844,50369802
TX,2019-11-15,自營商,14678,33826426,13663,31472952,11429,26286237,12040,27688410
MTX,2019-11-18,外資,29397,16977445,27624,15951294,2732,1581783,4861,2817277
MTX,2019-11-18,投信,42,24327,42,24339,103,59684,0,0
MTX,2019-11-18,自營商,10466,6039883,9072,5236662,13152,7608492,6504,3758099
TX,2019-11-18,外資,79261,183145852,78787,182086731,79201,183558689,33403,77421402
TX,2019-11-18,投信,12579,29089897,12756,29481083,1632,3782750,21828,50583722
TX,2019-11-18,自營商,16968,39203951,16395,37875544,13238,30628833,12651,29256912
MTX,2019-11-19,外資,33849,19655205,35348,20524674,3480,2024440,7124,4147509
MTX,2019-11-19,投信,62,36105,62,36114,103,59951,0,0
MTX,2019-11-19,自營商,11375,6596030,11055,6412944,12122,7043437,5338,3097506
TX,2019-11-19,外資,66699,155022224,67867,157747698,79979,186219791,35345,82301331
TX,2019-11-19,投信,6771,15756604,6430,14956510,1646,3832239,21501,50058727
TX,2019-11-19,自營商,17821,41400565,17076,39678646,13974,32485767,12596,29265605
MTX,2019-11-20,外資,29962,17406388,34630,20119166,1130,654212,1053,610364
MTX,2019-11-20,投信,0,0,0,0,103,59735,0,0
MTX,2019-11-20,自營商,13428,7797866,15009,8714754,8770,5073996,3420,1973442
TX,2019-11-20,外資,49945,116029499,53477,124245742,60595,140562496,19627,45529620
TX,2019-11-20,投信,158,366811,159,368932,1648,3823030,21504,49884979
TX,2019-11-20,自營商,21403,49719327,19003,44148298,10430,24143638,8643,19987092
MTX,2019-11-21,外資,50831,29276322,49580,28550403,2348,1354339,1016,585985
MTX,2019-11-21,投信,0,0,0,0,103,59457,0,0
MTX,2019-11-21,自營商,10896,6271073,11582,6662865,9001,5183443,4421,2538658
TX,2019-11-21,外資,64412,148346054,62618,144200534,62946,145336219,20185,46606123
TX,2019-11-21,投信,301,695120,94,216825,1582,3652838,21231,49022379
TX,2019-11-21,自營商,12234,28161282,13621,31354200,10529,24259774,10108,23272129
MTX,2019-11-22,外資,29428,16999023,31799,18369021,1108,639106,2179,1258169
MTX,2019-11-22,投信,0,0,0,0,103,59503,0,0
MTX,2019-11-22,自營商,4724,2727860,4728,2730353,9271,5343457,4815,2768405
TX,2019-11-22,外資,38742,89521910,40357,93252492,61995,143251901,20841,48158365
TX,2019-11-22,投信,20,46228,2,4621,1595,3685726,21226,49049041
TX,2019-11-22,自營商,6799,15700039,7349,16972585,10687,24640007,10786,24854335
MTX,2019-11-25,外資,29651,17176350,29442,17054197,1645,950321,2507,1449165
MTX,2019-11-25,投信,0,0,0,0,103,59565,0,0
MTX,2019-11-25,自營商,6090,3527761,6598,3821410,9100,5249206,5352,3081490
TX,2019-11-25,外資,37109,85983755,36831,85340270,61675,142659740,20243,46825088
TX,2019-11-25,投信,723,1672847,4,9253,1610,3724252,20522,47471490
TX,2019-11-25,自營商,8207,19017232,8785,20352687,10717,24734848,11344,26170849
MTX,2019-11-26,外資,38070,22120673,31946,18564126,2050,1189740,796,461948
MTX,2019-11-26,投信,0,0,1,581,102,59252,0,0
MTX,2019-11-26,自營商,8609,4999362,8038,4669393,10007,5797194,5432,3141787
TX,2019-11-26,外資,46323,107689111,43063,100103002,65253,151612494,19559,45445171
TX,2019-11-26,投信,239,555154,67,155603,1551,3603904,20291,47148168
TX,2019-11-26,自營商,11519,26772231,12582,29242661,10762,24946112,12516,29009411
MTX,2019-11-27,外資,23939,13910187,23905,13889678,2073,1206218,811,471883
MTX,2019-11-27,投信,0,0,30,17469,72,41929,0,0
MTX,2019-11-27,自營商,9151,5318299,5835,3390306,12741,7404673,4472,2591420
TX,2019-11-27,外資,30638,71214740,29146,67749826,66177,154143300,18980,44209968
TX,2019-11-27,投信,4,9319,0,0,1555,3622217,20291,47265855
TX,2019-11-27,自營商,8856,20589264,7396,17192608,10587,24603196,10907,25337900
MTX,2019-11-28,外資,27951,16264460,33733,19627296,382,220800,4902,2845749
MTX,2019-11-28,投信,0,0,0,0,72,41807,0,0
MTX,2019-11-28,自營商,4884,2840726,6644,3862675,11470,6646516,4857,2807386
TX,2019-11-28,外資,35559,82750093,41043,95517832,62947,146190765,21234,49316161
TX,2019-11-28,投信,0,0,214,497060,1541,3579127,20491,47592397
TX,2019-11-28,自營商,8160,18986749,7379,17164299,10628,24646785,10193,23624005
MTX,2019-11-29,外資,38847,22403358,44291,25551662,265,150916,10221,5857555
MTX,2019-11-29,投信,0,0,0,0,72,41270,0,0
MTX,2019-11-29,自營商,8223,4744131,11103,6399992,10245,5860602,6284,3585812
TX,2019-11-29,外資,46481,107196494,52349,120765688,61938,142000839,26095,59828533
TX,2019-11-29,投信,28,64204,668,1532495,1546,3544669,21136,48460621
TX,2019-11-29,自營商,13219,30471213,14381,33163091,10913,24990093,11697,26769475
MTX,2019-12-02,外資,38986,22401271,33013,18966192,1249,717335,2432,1397432
MTX,2019-12-02,投信,0,0,0,0,72,41407,0,0
MTX,2019-12-02,自營商,9343,5366467,9074,5213878,10941,6278822,6675,3822739
TX,2019-12-02,外資,46958,107937286,40213,92428366,64845,149157848,22957,52808113
TX,2019-12-02,投信,8,18402,206,473975,1548,3561019,21336,49081334
TX,2019-12-02,自營商,10832,24890231,11684,26852206,10854,24934653,12499,28703856
MTX,2019-12-03,外資,38949,22373389,36454,20940777,3763,2167047,2451,1411005
MTX,2019-12-03,投信,0,0,0,0,72,41483,0,0
MTX,2019-12-03,自營商,11283,6478884,9999,5742107,12215,7022910,6057,3474477
TX,2019-12-03,外資,50701,116508529,45945,105610782,68071,156864547,21427,49378390
TX,2019-12-03,投信,4,9218,4,9218,1544,3558302,21332,49161727
TX,2019-12-03,自營商,12055,27705401,12475,28666200,10480,24114490,12697,29210485
MTX,2019-12-04,外資,42783,24558328,47148,27062249,1889,1085366,4956,2848865
MTX,2019-12-04,投信,0,0,0,0,72,41407,0,0
MTX,2019-12-04,自營商,14090,8084948,12448,7142293,13676,7850304,5855,3351600
TX,2019-12-04,外資,61469,141139154,63161,145012617,66475,152907975,21523,49509017
TX,2019-12-04,投信,0,0,88,201963,1543,3549517,21419,49272268
TX,2019-12-04,自營商,14647,33626581,14521,33339174,9885,22700144,11973,27490236
MTX,2019-12-05,外資,38981,22546380,34530,19970997,4705,2727391,3321,1924846
MTX,2019-12-05,投信,0,0,0,0,72,41753,0,0
MTX,2019-12-05,自營商,9695,5601689,10900,6304294,13176,7623760,6580,3804204
TX,2019-12-05,外資,47958,111024844,44170,102258257,70779,164167421,22039,51119088
TX,2019-12-05,投信,365,846456,0,0,1565,3630174,21076,48887890
TX,2019-12-05,自營商,12201,28235195,12399,28715810,10359,23980781,12640,29266607
MTX,2019-12-06,外資,34093,19819428,32876,19108067,6051,3511930,3450,2002054
MTX,2019-12-06,投信,0,0,0,0,72,41800,0,0
MTX,2019-12-06,自營商,7644,4440150,7464,4335794,14208,8232241,7440,4308771
TX,2019-12-06,外資,41079,95512698,39765,92453930,70853,164523149,20799,48296941
TX,2019-12-06,投信,11,25544,0,0,1565,3634243,21065,48917143
TX,2019-12-06,自營商,8451,19640785,9014,20948569,10566,24487199,13408,31084047
MTX,2019-12-09,外資,31392,18305040,29086,16960769,3416,1992444,3309,1930104
MTX,2019-12-09,投信,0,0,0,0,72,42016,0,0
MTX,2019-12-09,自營商,9255,5388049,8863,5165519,14887,8667667,7755,4515919
TX,2019-12-09,外資,36794,85829497,36281,84637085,73475,171487580,21708,50663275
TX,2019-12-09,投信,337,786702,11,25676,1574,3674031,20748,48429982
TX,2019-12-09,自營商,9276,21626354,9302,21696911,10884,25354316,13745,32033522
MTX,2019-12-10,外資,21904,12745587,29605,17226157,306,176960,7776,4518040
MTX,2019-12-10,投信,0,0,0,0,72,41846,0,0
MTX,2019-12-10,自營商,7498,4362598,7159,4162011,15225,8832144,7734,4484984
TX,2019-12-10,外資,28877,67209548,37343,86896552,68175,158476220,24905,57887848
TX,2019-12-10,投信,11,25576,222,516131,1577,3666210,20962,48732458
TX,2019-12-10,自營商,10136,23582691,7366,17145050,11153,25878318,11249,26104235
MTX,2019-12-11,外資,44218,25718326,36751,21367400,3434,2008714,3511,2053391
MTX,2019-12-11,投信,0,0,0,0,72,42134,0,0
MTX,2019-12-11,自營商,15027,8736986,12647,7351428,18375,10731501,8260,4824434
TX,2019-12-11,外資,51584,120022240,45507,105897169,70860,165846548,21499,50306549
TX,2019-12-11,投信,232,542908,27,62910,1563,3658670,20743,48555214
TX,2019-12-11,自營商,15071,35062902,15053,35021991,11966,27946782,12086,28240762
MTX,2019-12-12,外資,46630,27535150,43609,25757318,6480,3838937,3536,2094201
MTX,2019-12-12,投信,0,0,0,0,72,42664,0,0
MTX,2019-12-12,自營商,12354,7282813,12047,7102349,19910,11776983,9612,5687130
TX,2019-12-12,外資,65225,154143737,63124,149234866,71563,169588959,20101,47622567
TX,2019-12-12,投信,677,1603899,650,1542802,1619,3837349,20772,49233794
