futures_id,date,institutional_investors,long_deal_volume,long_deal_amount,short_deal_volume,short_deal_amount,long_open_interest_balance_volume,long_open_interest_balance_amount,short_open_interest_balance_volume,short_open_interest_balance_amount
TX,2025-04-17,投信,1213,4696232,61,235014,46079,178482399,11524,44637062
TX,2025-04-17,自營商,7740,29825947,7914,30506027,4595,17769370,3586,13847190
MTX,2025-04-18,外資,110551,107204452,112783,109356635,2809,2710637,7861,7598232
MTX,2025-04-18,投信,0,0,4,3875,179,173039,19,18367
MTX,2025-04-18,自營商,8551,8300429,8165,7912197,2072,1996088,5120,4913166
TX,2025-04-18,外資,61305,237833716,60459,234481807,16261,62840005,45323,175172945
TX,2025-04-18,投信,154,595301,153,591338,46229,178758297,11673,45137156
TX,2025-04-18,自營商,5873,22771935,5868,22775021,4484,17308699,3475,13392906
MTX,2025-04-21,外資,58817,56319691,59307,56780659,3457,3296659,8953,8548446
MTX,2025-04-21,投信,0,0,4,3833,175,167116,19,18144
MTX,2025-04-21,自營商,5547,5317982,5292,5069359,2096,1994691,4844,4588683
TX,2025-04-21,外資,33902,129829234,31353,120071635,18650,71201495,45220,172648621
TX,2025-04-21,投信,126,481026,816,3113747,45876,175237145,12010,45875798
TX,2025-04-21,自營商,4199,16077657,4623,17707306,4583,17475606,4009,15270282
MTX,2025-04-22,外資,104830,99152891,107638,101803997,3589,3369205,7545,7091793
MTX,2025-04-22,投信,2,1881,0,0,177,166407,19,17863
MTX,2025-04-22,自營商,7656,7233463,9081,8572434,2160,2022870,6510,6080372
TX,2025-04-22,外資,58570,221484070,58004,219406843,20010,75209373,47141,177187768
TX,2025-04-22,投信,684,2576699,4331,16294217,41910,157606746,11691,43965175
TX,2025-04-22,自營商,7245,27377758,6627,25063868,5090,19107890,3816,14305389
MTX,2025-04-23,外資,113643,109078660,106491,102204922,8176,7987613,4796,4689339
MTX,2025-04-23,投信,0,0,0,0,177,173088,19,18580
MTX,2025-04-23,自營商,15193,14632459,10391,10007892,5280,5150829,4827,4678242
TX,2025-04-23,外資,66333,254953937,67051,257900456,21290,83232340,49035,191696784
TX,2025-04-23,投信,3004,11750108,107,418002,43496,170138954,10380,40602408
TX,2025-04-23,自營商,9013,34772727,9801,37814509,5169,20178015,4618,18015827
MTX,2025-04-24,外資,120090,117753555,122992,120582841,6265,6089882,5993,5830162
MTX,2025-04-24,投信,4,3920,8,7789,173,168329,19,18487
MTX,2025-04-24,自營商,8037,7871161,8773,8575393,5112,4965056,5271,5090649
TX,2025-04-24,外資,70216,275323389,69752,273480909,18921,73597799,46279,180014354
TX,2025-04-24,投信,835,3254340,678,2639226,43225,168231700,9952,38733184
TX,2025-04-24,自營商,6502,25447778,6330,24785480,4998,19415050,4306,16714657
MTX,2025-04-25,外資,117789,116421973,110171,108920753,4396,4360906,4929,4897069
MTX,2025-04-25,投信,0,0,0,0,173,171901,19,18879
MTX,2025-04-25,自營商,9865,9751883,9490,9386999,5821,5772983,5660,5587108
TX,2025-04-25,外資,64632,255758407,63235,250258952,20681,82154352,44379,176280975
TX,2025-04-25,投信,1807,7188442,936,3721007,42775,170013515,8631,34304773
TX,2025-04-25,自營商,6007,23811592,6851,27134766,4995,19812056,5129,20338507
MTX,2025-04-28,外資,102784,102356452,104013,103589984,3517,3503566,5279,5269196
MTX,2025-04-28,投信,1,998,0,0,173,172697,18,17969
MTX,2025-04-28,自營商,5669,5646693,6601,6574508,5384,5363941,6178,6130298
TX,2025-04-28,外資,51909,206856448,52981,211161177,19042,75989564,43812,174832838
TX,2025-04-28,投信,488,1950386,626,2500170,42526,169806318,8520,34020360
TX,2025-04-28,自營商,4946,19730971,4557,18178140,5153,20533579,4890,19479610
MTX,2025-04-29,外資,87650,87763554,86765,86871929,6127,6167277,7004,7057634
MTX,2025-04-29,投信,0,0,0,0,173,174341,18,18140
MTX,2025-04-29,自營商,7311,7318047,7325,7333247,5342,5370610,6153,6164661
TX,2025-04-29,外資,49437,198147086,50033,200533215,19183,77280368,44549,179468356
TX,2025-04-29,投信,533,2148274,103,414068,42764,172381684,8328,33570014
TX,2025-04-29,自營商,5831,23395971,5566,22323819,5481,22049939,4952,19914604
MTX,2025-04-30,外資,83958,84575920,81310,81902340,6491,6533606,4865,4901722
MTX,2025-04-30,投信,33,33256,0,0,206,207586,18,18139
MTX,2025-04-30,自營商,9449,9517596,8284,8335668,5471,5499783,5158,5159560
TX,2025-04-30,外資,49837,200826849,47287,190554329,18881,76058189,41611,167615118
TX,2025-04-30,投信,237,954949,307,1237446,42969,173199445,8603,34676814
TX,2025-04-30,自營商,6278,25295652,7142,28779700,4941,19872136,5224,21009195
MTX,2025-05-02,外資,115963,117691205,111889,113513856,9770,10093610,3576,3697867
MTX,2025-05-02,投信,4,4103,20,20677,190,196479,18,18614
MTX,2025-05-02,自營商,11142,11354056,9942,10109042,6957,7171396,5444,5587764
TX,2025-05-02,外資,65387,265866366,65720,267258706,20118,83162014,43031,177869167
TX,2025-05-02,投信,1144,4732978,154,635386,43453,179738989,8097,33492233
TX,2025-05-02,自營商,5643,23054982,6965,28472181,4977,20531753,6582,27167585
MTX,2025-05-05,外資,125071,128695130,135320,139215038,5257,5359178,9536,9736820
MTX,2025-05-05,投信,0,0,1,1022,190,194019,19,19402
MTX,2025-05-05,自營商,12832,13164677,14193,14557255,6215,6326687,6298,6380643
TX,2025-05-05,外資,74275,305510359,77474,318606710,17950,73260981,44109,180017517
TX,2025-05-05,投信,1641,6710160,1162,4741632,44767,182855288,8932,36483419
TX,2025-05-05,自營商,11156,45718331,9877,40524464,5599,22802620,5938,24194185
MTX,2025-05-06,外資,107805,109557264,108189,109948033,6880,6987092,4482,4558167
MTX,2025-05-06,投信,0,0,17,17301,175,178019,21,21362
MTX,2025-05-06,自營商,10484,10643518,11841,12012580,4756,4818178,6540,6594569
TX,2025-05-06,外資,62315,253392940,65502,266371348,18527,75319728,49684,201979887
TX,2025-05-06,投信,1386,5642257,832,3386617,45993,187145517,9604,39078259
TX,2025-05-06,自營商,8777,35685666,7539,30645661,6549,26560996,5607,22746292
MTX,2025-05-07,外資,118188,120160441,117843,119812236,7847,7982854,5104,5199478
MTX,2025-05-07,投信,0,0,1,1021,174,177280,21,21396
MTX,2025-05-07,自營商,11473,11668913,10532,10704584,5724,5806052,6348,6405875
TX,2025-05-07,外資,65157,265062126,64643,263037623,19556,79630943,50199,204387125
TX,2025-05-07,投信,1201,4897798,1177,4794451,47116,192016546,10703,43618296
TX,2025-05-07,自營商,8532,34738871,8586,34960541,6160,25013475,5266,21390936
MTX,2025-05-08,外資,122218,125164651,119456,122320395,9896,10169447,4211,4330939
MTX,2025-05-08,投信,0,0,0,0,174,179029,21,21607
MTX,2025-05-08,自營商,11930,12215278,10322,10568561,7720,7910753,6736,6868819
TX,2025-05-08,外資,65519,268552519,64978,266329865,21531,88542523,51551,211957835
TX,2025-05-08,投信,1309,5387999,29,119175,48222,198462161,10529,43332246
TX,2025-05-08,自營商,6931,28444664,7844,32205768,6370,26115997,6398,26256059
MTX,2025-05-09,外資,106834,110491162,106893,110510449,10239,10662023,4492,4679866
MTX,2025-05-09,投信,0,0,0,0,174,181352,21,21887
MTX,2025-05-09,自營商,11881,12276727,10769,11131025,9336,9693480,7368,7620158
TX,2025-05-09,外資,59249,245230981,62568,258914057,20668,86096228,53939,224658683
TX,2025-05-09,投信,1489,6197558,10,41683,49093,204668427,9921,41359779
TX,2025-05-09,自營商,6652,27512457,7574,31388848,6757,28058947,7725,32130483
MTX,2025-05-12,外資,80421,84188710,84772,88731268,9131,9609453,7821,8238332
MTX,2025-05-12,投信,1,1054,13,13692,161,169638,20,21073
MTX,2025-05-12,自營商,8569,8973451,9007,9430874,9008,9453951,7760,8112584
TX,2025-05-12,外資,46068,193032557,49471,207354163,20937,88164083,57684,242851806
TX,2025-05-12,投信,1996,8408102,319,1343499,50802,214109349,9953,41947002
TX,2025-05-12,自營商,6119,25665325,6203,26058906,6867,28808191,7947,33412702
MTX,2025-05-13,外資,103128,110210032,100748,107670704,8702,9278683,4909,5239407
MTX,2025-05-13,投信,3,3203,15,16014,146,155892,17,18152
MTX,2025-05-13,自營商,13510,14407335,12279,13093248,9278,9867911,6749,7139963
TX,2025-05-13,外資,60508,258747030,60265,257712822,19749,84266526,56262,240020758
TX,2025-05-13,投信,1444,6166302,50,213453,51991,222051825,9748,41633398
TX,2025-05-13,自營商,8121,34711256,9964,42576850,6164,26197076,9116,38848602
MTX,2025-05-14,外資,87664,94638474,82370,88961442,13436,14606263,4327,4709364
MTX,2025-05-14,投信,3,3264,0,0,146,158936,14,15240
MTX,2025-05-14,自營商,13798,14888214,13155,14198532,9428,10223955,5968,6435126
TX,2025-05-14,外資,52767,228027381,52756,228008471,20967,91207122,57250,248998805
TX,2025-05-14,投信,1130,4911290,185,800591,52736,229627809,9548,41573636
TX,2025-05-14,自營商,9889,42800647,10625,45914073,5423,23503573,9123,39642593
MTX,2025-05-15,外資,72353,78765734,73847,80392659,11741,12718049,4246,4604984
MTX,2025-05-15,投信,81,87387,80,86836,148,160021,15,16271
MTX,2025-05-15,自營商,6561,7122212,6378,6914059,9293,10044977,5656,6070297
TX,2025-05-15,外資,44352,193127178,45218,196898331,20419,88501311,57627,249751343
TX,2025-05-15,投信,840,3633857,972,4221229,52652,228435743,9596,41635109
