cb_id,stock_id,cb_name,InitialDateOfConversion,DueDateOfConversion,IssuanceAmount
65521,6552,易華電一,2022-01-26,2026-10-25,500000000
65581,6558,興能高一,2020-02-21,2024-11-20,500000000
65701,6570,維田一,2022-09-07,2025-06-06,150000000
65731,6573,虹揚一KY,2018-11-18,2021-08-17,500000000
65761,6576,逸達一,2026-06-26,2029-03-25,400000000
65781,6578,達邦蛋白一,2022-03-09,2024-12-08,200000000
65841,6584,南俊國際一,2025-01-30,2027-10-29,700000000
65842,6584,南俊國際二,2025-01-31,2027-10-30,300000000
65843,6584,南俊國際三,2026-10-03,2029-07-02,800000000
65851,6585,鼎基一,2024-01-27,2026-10-26,500000000
65852,6585,鼎基二,2024-01-28,2026-10-27,200000000
65891,6589,台康生技一,2020-08-30,2023-05-29,300000000
65911,6591,動力一KY,2019-04-04,2022-01-03,150000000
65912,6591,動力二KY,2020-12-02,2023-09-01,220000000
65913,6591,動力三KY,2022-11-13,2025-08-12,200000000
65914,6591,動力四KY,2025-11-28,2028-08-27,250000000
65931,6593,台灣銘板一,2023-03-15,2025-12-14,300000000
66032,6603,富強鑫二,2015-07-03,2020-06-02,300000000
66033,6603,富強鑫三,2022-11-25,2025-08-24,500000000
66034,6603,富強鑫四,2026-08-05,2029-05-04,400000000
66131,6613,朋億一,2023-03-13,2025-12-12,800000000
66161,6616,特昇一KY,2020-03-04,2022-12-03,200000000
66162,6616,特昇二KY,2022-02-12,2024-11-11,120000000
66163,6616,特昇三KY,2023-12-21,2028-09-20,120000000
66241,6624,萬年清一,2024-10-06,2029-07-05,100000000
66291,6629,泰金一KY,2021-01-23,2023-10-22,200000000
66292,6629,泰金二KY,2024-12-14,2027-09-13,300000000
66411,6641,基士德一KY,2021-08-18,2026-05-17,300000000
66451,6645,金萬林一創,2025-03-05,2027-12-04,70000000
66541,6654,天正國際一,2022-03-11,2024-12-10,400000000
66551,6655,科定一,2021-04-06,2024-01-05,300000000
66641,6664,群翊一,2022-08-31,2025-05-30,500000000
66642,6664,群翊二,2025-02-20,2027-11-19,1250000000
66681,6668,中揚光一,2020-04-03,2023-01-02,400000000
66682,6668,中揚光二,2020-04-04,2023-01-03,250000000
66683,6668,中揚光三,2022-04-04,2025-01-03,500000000
66701,6670,復盛應用一,2022-07-12,2025-04-11,1500000000
66702,6670,復盛應用二,2026-03-27,2028-12-26,1500000000
66721,6672,騰輝電子一KY,2026-04-23,2031-01-22,500000000
66722,6672,騰輝電子二KY,2026-05-04,2031-02-03,500000000
66801,6680,鑫創電子一,2024-12-03,2029-09-02,350000000
66931,6693,廣閎科一,2026-10-25,2029-07-24,500000000
67021,6702,興航一,2014-11-10,2019-10-09,1000000000
67061,6706,惠特一,2021-05-04,2024-02-03,500000000
67062,6706,惠特二,2025-01-26,2027-10-25,500000000
67151,6715,嘉基一,2022-04-20,2025-01-19,300000000
67152,6715,嘉基二,2024-04-19,2027-01-18,300000000
67271,6727,亞泰金屬一,2021-09-11,2024-06-10,300000000
67531,6753,龍德造船一,2024-09-26,2027-06-25,1000000000
67611,6761,穩得一,2022-09-09,2025-06-08,400000000
67681,6768,志強一KY,2025-02-01,2027-10-31,1000000000
67711,6771,平和環保一創,2025-08-09,2028-05-08,350000000
67961,6796,晉弘一,2023-11-26,2026-08-25,200000000
67962,6796,晉弘二,2026-03-23,2028-12-22,200000000
68031,6803,崑鼎一,2010-12-15,2015-11-05,500000000
68032,6803,崑鼎二,2026-08-22,2031-05-21,2000000000
68041,6804,明係一,2023-09-20,2026-06-19,200000000
68061,6806,森崴能源一,2024-02-23,2026-11-22,3000000000
68211,6821,聯寶一,2025-11-16,2028-08-15,300000000
68231,6823,濾能一,2023-09-02,2026-06-01,250000000
68301,6830,汎銓一,2024-11-16,2027-08-15,500000000
68351,6835,圓裕一,2025-02-02,2027-11-01,600000000
68401,6840,東研信超一,2024-08-28,2027-05-27,200000000
68431,6843,進典一,2025-11-05,2028-08-04,300000000
68461,6846,綠茵一,2025-06-14,2030-03-13,350000000
68462,6846,綠茵二,2025-06-26,2030-03-25,350000000
68541,6854,錼創科技一KY創,2025-05-28,2028-02-27,800000000
68621,6862,三集瑞一KY,2026-06-14,2029-03-13,1000000000
68631,6863,永道一KY,2025-01-16,2027-10-15,1000000000
68691,6869,雲豹能源一,2024-02-29,2026-11-28,850000000
68692,6869,雲豹能源二,2026-10-25,2029-07-24,1800000000
68701,6870,騰雲一,2025-03-06,2029-12-05,350000000
68702,6870,騰雲二,2025-03-06,2029-12-05,350000000
68731,6873,泓德能源一,2023-12-29,2026-09-28,1000000000
68732,6873,泓德能源二,2025-08-30,2030-05-29,3000000000
68741,6874,倍力一,2025-02-05,2027-11-04,300000000
68901,6890,來億一KY,2026-03-01,2028-11-28,4499999744
68902,6890,來億二KY,2026-03-11,2028-12-10,500000000
68941,6894,衛司特一,2026-06-10,2029-03-09,300000000
69031,6903,巨漢一,2026-10-25,2029-07-24,500000000
69041,6904,伯鑫一,2026-03-27,2028-12-26,150000000
69131,6913,鴻呈一,2026-06-20,2029-03-19,450000000
69571,6957,裕慶一KY,2026-01-03,2028-10-02,1000000000
69821,6982,大井泵浦一,2025-10-24,2028-07-23,300000000
69822,6982,大井泵浦二,2025-11-05,2028-08-04,200000000
74021,7402,邑錡一,2022-02-10,2024-11-09,300000000
74022,7402,邑錡二,2025-12-03,2028-09-02,400000000
75561,7556,意德士一永,2025-11-13,2028-08-12,100000000
75562,7556,意德士二,2025-11-16,2028-08-15,200000000
76101,7610,聯友金屬一創,2026-08-21,2029-05-20,800000000
77131,7713,威力德生醫一,2026-01-21,2028-10-20,500000000
80111,8011,台通一,2014-04-14,2017-03-03,280000000
80112,8011,台通二,2016-07-22,2019-06-21,150000000
80113,8011,台通三,2016-07-23,2019-06-22,150000000
80114,8011,台通四,2019-09-25,2022-06-24,300000000
80212,8021,尖點二,2026-04-21,2031-01-20,700000000
80271,8027,鈦昇一,2015-12-28,2018-11-27,300000000
80272,8027,鈦昇二,2018-09-21,2023-06-20,400000000
80273,8027,鈦昇三,2022-10-14,2027-07-13,1000000000
80281,8028,昇陽半導體一,2020-02-14,2022-11-13,1000000000
80282,8028,昇陽半導體二,2025-04-23,2030-01-22,2000000000
80381,8038,長園科一,2014-10-17,2017-09-16,400000000
80392,8039,台虹二,2010-12-18,2013-11-07,400000000
80422,8042,金電二,2010-01-31,2012-12-20,300000000
80423,8042,金山電三,2012-11-30,2017-10-19,250000000
80424,8042,金山電四,2015-07-31,2018-06-30,500000000
80425,8042,金山電五,2018-10-11,2023-07-10,700000000
80426,8042,金山電六,2026-03-17,2028-12-16,350000000
80441,8044,網家一,2021-01-08,2023-10-07,1500000000
80492,8049,晶采二,2007-09-08,2012-07-28,280000000
80493,8049,晶采三,2011-12-08,2014-10-28,300000000
80502,8050,廣積二,2010-03-11,2015-01-30,130000000
80503,8050,廣積三,2012-10-19,2017-09-08,200000000
80504,8050,廣積四,2015-03-14,2020-02-13,150000000
80505,8050,廣積五,2020-12-08,2025-09-07,800000000
80506,8050,廣積六,2023-02-23,2027-11-22,1600000000
80541,8054,安國一,2026-10-23,2029-07-22,400000000
80661,8066,來思達一,2020-03-18,2022-12-17,300000000
80692,8069,元太二,2009-09-12,2014-08-01,2550000128
80703,8070,長華三,2010-09-11,2015-07-31,1800000000
80704,8070,長華四,2021-02-26,2025-11-25,1200000000
80705,8070,長華五,2023-06-14,2026-03-13,1200000000
80743,8074,鉅橡三,2012-11-19,2017-10-08,100000000
80744,8074,鉅橡四,2012-11-19,2017-10-08,80000000
80745,8074,鉅橡五,2015-09-21,2020-08-20,450000000
80746,8074,鉅橡六,2026-08-15,2029-05-14,300000000
80762,8076,伍豐二,2006-10-01,2011-08-22,400000000
80763,8076,伍豐三,2013-01-28,2015-12-17,500000000
80764,8076,伍豐四,2018-09-21,2021-09-20,600000000
80822,8082,捷超二,2008-06-13,2013-04-29,150000000
80823,8082,捷超三,2008-06-13,2013-05-02,100000000
80852,8085,福華二,2007-11-30,2012-10-20,550000000
80872,8087,麗升能源二,2025-08-03,2028-05-02,500000000
80911,8091,翔名一,2010-06-08,2013-04-27,250000000
80912,8091,翔名二,2011-12-08,2014-10-28,250000000
80913,8091,翔名三,2011-12-09,2014-10-29,150000000
80914,8091,翔名四,2024-11-16,2027-08-15,550000000
80922,8092,建暐二,2011-09-13,2014-08-02,120000000
80923,8092,建暐三,2020-10-23,2023-07-22,130000000
80924,8092,建暐四,2024-06-12,2027-03-11,170000000
80962,8096,擎亞二,2026-10-03,2029-07-02,800000000
80963,8096,擎亞三,2026-10-15,2029-07-14,500000000
80972,8097,常珵二,2021-09-22,2024-06-21,200000000
81032,8103,瀚荃二,2006-10-19,2011-07-07,250000000
81033,8103,瀚荃三,2010-07-09,2015-05-29,300000000
81034,8103,瀚荃四,2022-01-22,2024-10-21,500000000
81041,8104,錸寶一,2020-10-18,2023-07-17,350000000
81042,8104,錸寶二,2022-04-12,2027-01-11,600000000
81051,8105,凌巨一,2010-08-09,2015-06-29,700000000
81052,8105,凌巨二,2011-04-22,2016-03-11,1000000000
81071,8107,大億一,2007-10-07,2012-08-28,700000000
81072,8107,大億二,2011-08-19,2014-07-08,300000000
81073,8107,大億三,2011-08-26,2016-07-15,300000000
81091,8109,博大一,2021-10-21,2024-07-20,300000000
81101,8110,華東一,2014-12-15,2017-11-14,600000000
81102,8110,華東二,2018-06-20,2021-03-19,600000000
81112,8111,立？二,2007-10-04,2012-08-24,300000000
81113,8111,立？三,2007-10-04,2012-08-24,250000000
81114,8111,立碁四,2026-07-29,2029-04-28,500000000
811210,8112,至上十,2024-08-25,2029-05-24,3000000000
811211,8112,至上11,2026-09-24,2031-06-23,2000000000
81124,8112,至上四,2009-08-04,2014-06-23,500000000
81125,8112,至上五,2010-05-21,2015-04-10,800000000
81126,8112,至上六,2011-08-27,2014-07-16,1000000000
81127,8112,至上七,2014-01-04,2016-10-23,600000000
81128,8112,至上八,2016-07-01,2019-05-31,1000000000
81129,8112,至上九,2022-06-11,2025-03-10,1200000000
81141,8114,振樺電一,2014-08-29,2017-07-28,850000000
81142,8114,振樺電二,2016-12-09,2019-11-08,1200000000
81471,8147,正淩一,2015-03-01,2018-01-30,200000000
81472,8147,正淩二,2022-04-22,2025-01-21,200000000
81473,8147,正淩三,2025-01-04,2027-10-03,300000000
81551,8155,博智一,2025-04-11,2030-01-10,1000000000
81711,8171,天宇一,2013-01-08,2015-11-27,160000000
81712,8171,天宇二,2014-10-06,2017-09-05,160000000
81713,8171,天宇三,2021-06-24,2024-03-23,400000000
81714,8171,天宇四,2025-02-13,2027-11-12,250000000
81715,8171,天宇五,2025-02-15,2027-11-14,250000000
82101,8210,勤誠一,2024-04-20,2027-01-19,1000000000
82102,8210,勤誠二,2026-04-27,2029-01-26,800000000
82103,8210,勤誠三,2026-05-04,2029-02-03,700000000
82131,8213,志超一,2017-02-13,2019-07-12,800000000
82341,8234,新漢一,2008-09-04,2010-05-23,250000000
82401,8240,華宏一,2010-06-15,2015-05-04,500000000
82402,8240,華宏二,2013-02-22,2018-01-11,300000000
82551,8255,朋程一,2023-11-10,2026-08-09,800000000
82611,8261,富鼎一,2007-05-30,2012-04-20,400000000
82612,8261,富鼎二,2010-08-02,2013-06-21,300000000
82613,8261,富鼎三,2010-08-02,2013-06-21,100000000
82661,8266,中日一,2010-08-07,2013-06-26,300000000
82711,8271,宇瞻一,2026-08-06,2029-05-05,1000000000
82772,8277,商丞二,2007-06-30,2012-05-21,300000000
82773,8277,商丞三,2014-09-26,2017-08-25,300000000
82871,8287,英格ㄧ,2007-09-09,2012-07-30,100000000
82891,8289,泰藝一,2010-12-25,2015-11-14,250000000
82991,8299,群聯一,2022-03-18,2024-12-17,3500000000
82992,8299,群聯二,2024-04-24,2029-01-23,6000000000
82993,8299,群聯三,2026-05-07,2031-02-06,6000000000
83491,8349,友信一,2011-01-10,2013-11-29,200000000
83492,8349,？耀二,2015-06-15,2020-05-14,1000000000
83493,8349,？耀三,2016-07-04,2021-06-03,1500000000
83494,8349,恒耀四,2020-06-07,2025-03-06,500000000
83541,8354,冠郝一,2008-04-05,2013-02-23,220000000
83671,8367,建新國際一,2022-04-26,2025-01-25,700000000
83741,8374,羅昇一,2011-07-23,2016-06-12,400000000
83742,8374,羅昇二,2025-02-16,2027-11-15,500000000
83901,8390,金益一,2010-01-16,2012-12-05,300000000
83902,8390,金益二,2010-01-17,2012-12-06,100000000
83903,8390,金益三,2011-05-26,2014-04-15,350000000
83904,8390,金益四,2012-11-19,2015-10-08,350000000
83905,8390,金益鼎五,2020-02-20,2022-11-19,500000000
84011,8401,白紗一,2013-07-11,2016-05-31,200000000
84031,8403,盛弘一,2012-07-01,2015-05-20,170000000
84032,8403,盛弘二,2013-09-03,2016-07-23,500000000
84033,8403,盛弘三,2018-05-10,2021-02-09,150000000
84041,8404,百和興業一KY,2026-01-04,2028-10-03,1000000000
84061,8406,金可一KY,2013-08-18,2018-07-07,2000000000
84111,8411,福貞一KY,2013-09-21,2016-08-10,1000000000
84112,8411,福貞二KY,2023-01-14,2025-10-13,400000000
84113,8411,福貞三KY,2025-11-02,2030-08-01,1200000000
84201,8420,明揚一,2023-01-08,2025-10-07,500000000
84211,8421,旭源一,2014-04-19,2017-03-08,150000000
84221,8422,可寧衛一,2023-02-23,2027-11-22,2500000000
84222,8422,可寧衛二,2025-07-08,2030-04-07,2000000000
84291,8429,金麗一KY,2014-03-25,2017-02-14,1200000000
84311,8431,匯鑽科一,2015-11-17,2018-10-16,220000000
84312,8431,匯鑽科二,2026-04-06,2029-01-05,300000000
84331,8433,弘帆一,2023-06-08,2026-03-07,300000000
84332,8433,弘帆二,2024-08-25,2027-05-24,100000000
84333,8433,弘帆三,2024-08-28,2027-05-27,400000000
84361,8436,大江一,2015-11-17,2018-10-16,500000000
84362,8436,大江二,2018-09-09,2021-06-08,1200000000
84371,8437,大地一KY,2016-04-12,2019-03-11,250000000
84372,8437,大地二KY,2016-04-15,2019-03-14,250000000
84421,8442,威宏一KY,2022-11-20,2025-08-19,300000000
84422,8442,威宏二KY,2024-01-20,2026-10-19,400000000
84423,8442,威宏三KY,2026-10-25,2029-07-24,400000000
84501,8450,霹靂一,2015-08-14,2018-07-13,600000000
84621,8462,柏文一,2018-04-23,2021-01-22,400000000
84622,8462,柏文二,2021-04-07,2024-01-06,400000000
84623,8462,柏文三,2023-07-15,2026-04-14,300000000
84624,8462,柏文四,2026-08-09,2029-05-08,400000000
84661,8466,美吉吉一KY,2020-11-13,2023-08-12,600000000
84662,8466,美吉吉二KY,2023-10-27,2026-07-26,500000000
84671,8467,波力一KY,2020-11-08,2023-08-07,300000000
84672,8467,波力二KY,2024-08-31,2027-05-30,210000000
84673,8467,波力三KY,2024-09-01,2027-05-31,390000000
84731,8473,山林水一,2019-04-05,2022-01-04,500000000
84732,8473,山林水二,2021-12-29,2026-09-28,1000000000
84761,8476,台境一,2018-04-11,2021-01-10,100000000
84762,8476,台境二,2026-07-22,2029-04-21,250000000
84781,8478,東哥遊艇一,2024-10-16,2027-07-15,1500000000
84881,8488,吉源一KY,2024-03-20,2026-12-19,300000000
84891,8489,三貝德一,2025-03-10,2027-12-09,332992096
84991,8499,鼎炫一KY,2020-01-08,2022-10-07,500000000
89161,8916,光隆一,2016-10-31,2019-09-30,800000000
89254,8925,偉盟四,2008-10-17,2013-09-07,600000000
89255,8925,偉盟五,2011-09-10,2016-07-30,1000000000
89271,8927,北基一,2009-11-23,2012-10-12,180000000
89272,8927,北基二,2010-10-18,2013-09-07,300000000
89273,8927,北基三,2013-01-27,2015-12-17,200000000
89274,8927,北基四,2013-01-28,2015-12-18,200000000
89275,8927,北基五,2021-03-24,2025-12-23,600000000
89276,8927,北基六,2022-03-11,2024-12-10,300000000
89277,8927,北基七,2024-11-17,2027-08-16,590000000
89278,8927,北基八,2024-11-22,2027-08-21,500000000
89291,8929,富堡一,2010-07-04,2013-05-24,150000000
89301,8930,青鋼一,2007-11-05,2012-09-24,202000000
89302,8930,青鋼二,2011-06-18,2014-05-07,200000000
89321,8932,智通一,2021-07-16,2024-04-15,360000000
89331,8933,愛地一,2009-09-12,2014-08-01,350000000
89332,8933,愛地雅二,2014-03-14,2019-02-03,200000000
89333,8933,愛地雅三,2014-03-15,2019-02-04,100000000
89334,8933,愛地雅四,2017-02-18,2022-01-17,300000000
89335,8933,愛地雅五,2018-09-09,2023-06-08,400000000
89363,8936,國統三,2011-02-27,2014-01-16,500000000
89364,8936,國統四,2015-02-22,2018-01-21,600000000
89382,8938,明安二,2009-02-22,2014-01-11,500000000
89383,8938,明安三,2022-10-21,2025-07-20,1000000000
89411,8941,關中一,2007-01-27,2011-10-16,180000000
89423,8942,森鉅三,2010-11-29,2015-10-18,700000000
89424,8942,森鉅四,2012-06-04,2017-04-23,1200000000
89962,8996,高力二,2010-02-08,2014-12-28,200000000
89963,8996,高力三,2013-09-14,2018-08-04,100000000
89964,8996,高力四,2024-03-07,2028-12-06,1000000000
98021,9802,鈺齊一KY,2014-01-26,2016-10-15,100000000
98022,9802,鈺齊二KY,2014-01-29,2016-10-18,400000000
98023,9802,鈺齊三KY,2016-08-04,2019-05-03,700000000
98024,9802,鈺齊四KY,2019-01-03,2021-10-02,1000000000
98025,9802,鈺齊五KY,2020-11-18,2023-08-17,500000000
98026,9802,鈺齊六KY,2025-02-16,2027-11-15,1000000000
99061,9906,欣巴巴一,2023-09-10,2026-06-09,200000000
99062,9906,欣巴巴二,2024-08-08,2027-05-07,100000000
99063,9906,欣巴巴三,2025-05-28,2028-02-27,700000000
99211,9921,巨大一,2022-09-14,2027-06-13,4000000000
99272,9927,泰銘二,2009-07-26,2014-06-16,600000000
99331,9933,中鼎一,2007-11-19,2012-10-08,1500000000
99332,9933,中鼎二,2024-10-24,2029-07-23,6000000000
99341,9934,成霖一,2008-01-25,2012-12-14,1700000000
99342,9934,成霖二,2011-11-21,2017-10-10,1650000000
99351,9935,慶富一,2010-06-04,2015-04-23,400000000
99352,9935,慶富二,2010-06-04,2015-04-23,100000000
99353,9935,慶豐富三,2025-01-15,2027-10-14,300000000
99391,9939,宏全一,2011-08-16,2016-07-05,1000000000
99392,9939,宏全二,2025-01-30,2029-10-29,4000000000
99411,9941,裕融一,2012-07-21,2016-10-14,2500000000
99412,9941,裕融二,2024-02-21,2028-11-20,8000000000
99442,9944,新麗二,2014-04-13,2017-03-02,350000000
99451,9945,潤新一,2011-02-14,2016-01-03,3000000000
99461,9946,三發一,2012-08-21,2015-07-10,700000000
99552,9955,佳龍二,2011-04-30,2014-03-19,400000000
99553,9955,佳龍三,2011-05-01,2014-03-20,100000000
99581,9958,世鋼一,2012-12-01,2015-10-21,180000000
99582,9958,世紀鋼二,2018-10-31,2021-07-30,300000000
99583,9958,世紀鋼三,2018-11-01,2021-07-31,700000000
99584,9958,世紀鋼四,2020-11-12,2023-08-11,1500000000
99585,9958,世紀鋼五,2023-10-20,2026-07-19,1500000000
99586,9958,世紀鋼六,2023-11-01,2026-07-31,1500000000
99587,9958,世紀鋼七,2025-01-29,2027-10-28,4000000000
99588,9958,世紀鋼八永,2025-02-09,2027-11-08,2000000000
